Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"Md Sirajul Islam, PhD - Postdoctoral Research Associate, University of New South Wales (UNSW), Sydney","Google Scholar Profile",13,194,12,16.17,14.92,33.19,2.48,5.54,6,13,5,1.13,3,28.06,5.30,4.85,12.25,1.53,"2025-08-04 14:36:53",2.76,0.25,95.9,100.0,1,2013,2024,194,6,4,2,0,3
"Megan K Chong - Postdoc, University of California Berkeley","Google Scholar Profile",9,70,6,11.67,7.78,12.83,3.07,3.89,3,8,3,0.64,2,21.08,4.59,4.49,7.81,0.67,"2025-08-04 14:35:52",2.13,0.33,100.0,100.0,1,2019,2025,70,2,2,2,0,2
"Mercy Lard - Post Doctoral Researcher Lund University","Google Scholar Profile",38,1691,15,112.73,44.50,312.37,9.87,5.53,15,38,11,2.74,8,153.06,12.37,29.52,37.54,4.83,"2025-08-04 14:34:52",20.82,0.53,96.6,100.0,3,2010,2023,1691,20,15,7,2,6
"Michael Chiang - Postdoctoral Research Associate, University of Edinburgh","Google Scholar Profile",22,547,9,60.78,24.86,123.34,5.25,5.14,10,22,13,2.00,5,147.00,12.12,29.58,20.37,3.10,"2025-08-04 14:33:52",13.70,0.56,94.1,100.0,5,2016,2024,547,17,16,11,1,8
"Milos Nikolic - Post-doc, Princeton University","Google Scholar Profile",33,648,10,64.80,19.64,139.40,9.26,4.52,11,25,11,2.05,7,166.44,12.90,34.98,22.56,2.98,"2025-08-04 14:33:23",13.94,0.70,97.2,100.0,9,2015,2025,648,14,11,10,2,9
"Minkwon Cha - Postdoctoral Researcher, Department of physics, Pohang University of Science and Technology (POSTECH)","Google Scholar Profile",14,169,12,14.08,12.07,21.00,2.03,7.43,5,13,6,0.57,3,39.36,6.27,4.65,11.79,0.88,"2025-08-04 14:33:22",1.75,0.25,97.0,100.0,2,2013,2025,169,6,6,3,0,4
"Mohamed FAREH - Senior Postdoctoral Researcher, Peter Maccallum Cancer centre, Department of pathology, University","Google Scholar Profile",43,1278,19,67.26,29.72,203.29,11.38,5.74,14,35,13,2.18,9,171.33,13.09,25.96,31.97,3.74,"2025-08-04 14:32:52",10.69,0.47,95.3,100.0,6,2006,2025,1278,20,15,13,2,8
"Mohammad Reza Shabanniya - Postdoctoral Researcher, School of Physics, Institute for Research in Fundamental Sciences (IPM)","Google Scholar Profile",3,6,5,1.20,2.00,3.00,1.25,2.67,1,2,1,0.50,1,1.20,1.10,0.60,2.24,0.50,"2025-08-04 14:32:39",0.60,0.20,100.0,100.0,0,2020,2023,6,1,0,0,0,1
"Monika Sanoria - Post Doctoral Scholar","Google Scholar Profile",5,32,4,8.00,6.40,10.67,1.53,3.40,2,5,3,0.67,2,10.58,3.25,3.53,5.10,1.00,"2025-08-04 14:32:25",2.66,0.50,93.8,100.0,0,2021,2025,32,3,3,0,0,2
"Mor Frank - Postdoc Associate, Yale University","Google Scholar Profile",12,272,12,22.67,22.67,69.09,3.09,4.75,6,12,6,1.24,3,57.65,7.59,12.62,14.93,1.84,"2025-08-04 14:32:24",5.75,0.25,95.2,100.0,3,2013,2024,272,7,6,4,0,4
"Morgan Robinson - Postdoctoral Researcher, Purdue University","Google Scholar Profile",21,707,8,88.38,33.67,176.39,6.81,4.81,8,21,9,1.73,5,105.23,10.26,26.07,24.96,2.88,"2025-08-04 14:32:23",22.04,0.63,97.2,100.0,2,2017,2025,707,13,9,4,2,4
"Morteza M. Waskasi - Postdoc, Arizona State University","Google Scholar Profile",19,276,15,18.40,14.53,75.98,5.90,3.68,9,16,7,2.45,6,33.09,5.75,9.07,13.15,3.37,"2025-08-04 14:32:23",5.06,0.40,92.0,100.0,0,2010,2024,276,12,6,2,0,3
"Naveen Narayanan - Post doctoral fellow","Google Scholar Profile",18,253,12,21.08,14.06,136.29,6.41,4.56,7,15,7,1.36,4,53.37,7.31,27.60,13.45,3.22,"2025-08-04 14:31:55",11.35,0.33,90.9,100.0,1,2013,2025,253,10,6,3,0,4
"Nicolaas Hermans - Postdoc Leiden University","Google Scholar Profile",17,482,18,26.78,28.35,94.07,5.19,4.65,7,17,7,1.32,5,39.36,6.27,7.59,20.76,1.59,"2025-08-04 14:31:53",5.22,0.28,99.6,100.0,1,2007,2020,482,7,7,4,0,4
"Niek van Hilten - Postdoc, Cardiovescular Research Institute, University of California, San Francisco","Google Scholar Profile",19,412,8,51.50,21.68,90.82,5.13,4.79,9,19,12,1.88,6,105.50,10.27,22.87,17.26,2.91,"2025-08-04 14:31:50",11.35,0.75,92.0,100.0,4,2017,2025,412,15,14,8,0,7
"Nina Bjørk Arnfinnsdottir - Postdoc, Institute for cancer research and molecular medisine, NTNU","Google Scholar Profile",15,249,15,16.60,16.60,59.66,4.92,4.13,7,15,7,1.53,6,25.59,5.06,5.86,13.49,2.26,"2025-08-04 14:31:39",3.97,0.40,92.8,100.0,0,2010,2022,249,8,7,1,0,3
"Niranjan Sarpangala - Postdoctoral researcher, University of Pennsylvania","Google Scholar Profile",12,57,6,9.50,4.75,16.38,4.36,3.33,3,7,4,0.69,2,17.67,4.20,5.32,6.86,0.87,"2025-08-04 14:31:37",2.73,0.33,98.2,100.0,0,2019,2025,57,4,3,2,0,2
"Pablo Zambrano - Postdoctoral Researcher; Technische Universität München (TUM)","Google Scholar Profile",17,161,14,11.50,9.47,35.20,5.66,4.65,8,12,8,1.52,3,58.96,7.68,12.47,7.55,2.65,"2025-08-04 14:31:35",2.51,0.21,75.2,92.5,1,2011,2025,161,12,8,4,0,4
"Paolo Mereghetti - post-doc, Italian Institute of Technology, Pisa","Google Scholar Profile",44,2516,22,114.36,57.18,499.24,9.98,5.32,25,44,17,4.40,13,212.88,14.59,41.86,42.33,6.36,"2025-08-04 14:31:27",22.69,0.59,96.1,100.0,6,2003,2025,2516,32,28,17,1,9
"Pavel Zakharov - Postdoctoral researcher, Washington University in St. Louis","Google Scholar Profile",13,608,10,60.80,46.77,114.06,2.66,5.46,8,13,7,1.39,5,116.92,10.81,21.60,23.30,1.46,"2025-08-04 14:31:26",11.40,0.50,99.8,100.0,7,2015,2024,608,8,7,7,1,7
"Pedro Leonidas Oseliero Filho - Post Doctoral, Physics Institute, University of São Paulo","Google Scholar Profile",29,290,14,20.71,10.00,55.21,6.00,5.21,10,17,10,1.75,4,54.04,7.35,10.02,12.73,2.59,"2025-08-04 14:31:25",3.94,0.29,90.3,100.0,0,2011,2025,290,15,13,2,0,4
"Peyman Shadmani - Postdoctoral Research Fellow at the Living Systems Institute, University of Exeter","Google Scholar Profile",4,37,8,4.63,9.25,8.07,0.89,4.75,3,4,2,0.60,2,9.81,3.13,1.86,5.00,0.89,"2025-08-04 14:31:24",1.00,0.25,91.9,100.0,0,2017,2023,37,2,2,1,0,2
"Philipp J. Heckmeier - Postdoctoral Researcher in Biochemistry, University of Zürich","Google Scholar Profile",11,161,12,13.42,14.64,27.15,3.59,4.18,6,11,7,1.09,3,30.05,5.48,6.01,10.95,1.92,"2025-08-04 14:31:23",2.26,0.25,96.9,100.0,0,2013,2024,161,7,7,3,0,4
"Pietro Luigi Muzzeddu - Post-Doctoral researcher, Université de Genève","Google Scholar Profile",9,40,5,8.00,4.44,8.75,3.63,3.67,4,6,5,0.89,2,22.83,4.78,5.09,4.69,1.10,"2025-08-04 14:31:23",1.75,0.40,95.0,100.0,0,2020,2025,40,5,5,2,0,4
"Po-Ta Chen (陳伯達) - Postdoc, Biophysics, Harvard Medical School","Google Scholar Profile",12,345,12,28.75,28.75,105.85,4.03,3.58,5,12,5,1.39,3,40.42,6.36,11.83,17.89,1.53,"2025-08-04 14:31:21",8.82,0.25,100.0,100.0,2,2013,2025,345,5,5,4,0,5
"Qi Jia - postdoc, the Rockefeller university","Google Scholar Profile",11,432,8,54.00,39.27,44.99,1.16,9.55,5,11,5,0.52,2,80.44,8.97,8.35,19.97,0.87,"2025-08-04 14:31:21",5.62,0.25,98.1,100.0,2,2017,2025,432,6,4,2,2,3
"Rabea Seyboldt - Postdoc, McGill University","Google Scholar Profile",11,555,14,39.64,50.45,122.78,4.77,4.18,5,11,5,1.00,3,75.15,8.67,16.42,22.89,1.44,"2025-08-04 14:30:52",8.77,0.21,98.9,100.0,1,2011,2024,555,6,5,3,1,3
"rahul grover - PostDoc, B CUBE, TU Dresden","Google Scholar Profile",14,166,17,9.76,11.86,30.84,3.89,4.71,4,12,4,0.84,3,32.81,5.73,6.18,12.04,1.20,"2025-08-04 14:30:49",1.81,0.18,97.0,100.0,2,2008,2025,166,5,2,2,0,2
"Rajendra Singh Negi - Postdoctoral Researcher","Google Scholar Profile",6,71,3,23.67,11.83,23.33,2.58,2.83,4,6,4,1.23,2,47.00,6.86,15.33,7.42,1.25,"2025-08-04 14:30:36",7.77,0.67,100.0,100.0,2,2022,2025,71,4,4,3,1,4
"Rashmi Agrata - Postdoctoral Researcher, Komander Lab | WEHI","Google Scholar Profile",4,31,6,5.17,7.75,9.50,1.84,3.75,2,4,2,0.57,2,14.33,3.79,6.17,5.20,0.70,"2025-08-04 14:30:34",1.58,0.33,100.0,100.0,1,2019,2025,31,2,2,1,0,2
"Ratnikova A. Tatsiana - Post Doctoral Associate Cornell University","Google Scholar Profile",13,1274,16,79.63,98.00,178.29,3.58,5.08,6,13,5,1.03,5,83.88,9.16,12.05,35.17,1.12,"2025-08-04 14:30:33",11.14,0.31,99.9,100.0,2,2009,2015,1274,6,4,4,1,4
"rayan chatterjee - Postdoc, Stanford University","Google Scholar Profile",10,71,9,7.89,7.10,14.83,3.06,3.90,5,8,4,1.00,2,21.92,4.68,4.17,6.78,1.07,"2025-08-04 14:30:23",1.64,0.22,100.0,100.0,0,2016,2025,71,5,3,2,0,2
"Richard I. Ainsworth - Postdoctoral Research Scholar, University of California, San Diego","Google Scholar Profile",15,440,14,31.43,29.33,123.45,4.90,3.53,12,15,8,3.20,7,42.33,6.51,11.90,17.20,3.32,"2025-08-04 14:30:22",8.81,0.50,100.0,100.0,0,2011,2017,440,12,8,3,0,4
"Robert Ishmukhametov - Postdoctoral Researcher, Department of Physics, University of Oxford","Google Scholar Profile",33,1185,20,59.25,35.91,250.61,8.99,4.79,18,33,11,3.38,9,131.12,11.45,25.01,27.53,5.33,"2025-08-04 14:30:21",12.53,0.45,91.3,100.0,4,2005,2023,1185,24,17,7,2,7
"Ronen Kopito - Postdoc research fellow at Harvard","Google Scholar Profile",17,501,20,25.05,29.47,142.42,4.03,5.12,9,17,8,1.88,7,42.43,6.51,11.05,20.40,2.65,"2025-08-04 14:30:20",7.12,0.35,99.2,100.0,1,2005,2022,501,10,9,3,0,4
"Roshan Prizak - Post-doctoral researcher, Karlsruhe Institute of Technology","Google Scholar Profile",15,523,15,34.87,34.87,118.83,4.44,4.40,9,15,9,1.84,7,78.56,8.86,15.94,20.69,2.60,"2025-08-04 14:30:20",7.92,0.47,97.3,100.0,2,2010,2025,523,10,10,6,1,5
"Rupesh Kandel, Ph.D. - Postdoctoral Research Associates of Biomedical Engineering, The University of Mississippi","Google Scholar Profile",20,258,4,64.50,12.90,38.77,3.30,6.25,9,16,12,1.29,3,120.17,10.96,18.05,12.61,1.82,"2025-08-04 14:30:18",9.69,0.75,93.0,100.0,3,2021,2025,258,12,12,11,1,7
"Ruth Leben - Postdoc, Biophysical Analytics Lab, DRFZ and Freie Universität Berlin","Google Scholar Profile",25,354,9,39.33,14.16,59.38,4.86,6.12,11,18,11,1.75,4,72.02,8.49,12.16,14.25,2.67,"2025-08-04 14:29:18",6.59,0.44,91.5,99.4,0,2016,2025,354,19,14,6,0,5
"Saheli Mitra - Postdoctoral researcher, Physics Dept., Carnegie Mellon University","Google Scholar Profile",27,379,7,54.14,14.04,65.31,5.63,5.74,10,19,12,1.82,5,87.62,9.36,15.58,15.23,2.93,"2025-08-04 14:28:18",9.33,0.71,87.6,99.7,1,2018,2025,379,18,16,6,0,5
"Sakshi Choudhary - Postdoctoral Research Fellow, Department of Chemical Engineering, Ben-Gurion University of Negev","Google Scholar Profile",25,235,9,26.11,9.40,37.60,5.13,5.44,8,15,8,1.25,3,107.67,10.38,15.43,11.45,2.57,"2025-08-04 14:27:18",4.17,0.33,83.0,98.7,2,2016,2025,235,16,11,6,1,5
"Samuel Bell - Post-doctoral researcher, Sorbonne Université","Google Scholar Profile",14,222,10,22.20,15.86,84.71,5.98,3.00,7,14,8,2.23,5,46.09,6.79,14.73,12.49,3.23,"2025-08-04 14:26:18",8.47,0.50,92.3,100.0,1,2015,2025,222,8,8,4,0,5
"Sandip Das - Post Doctoral Fellow, University of Haifa","Google Scholar Profile",7,11,6,1.83,1.57,5.00,3.75,2.14,2,3,2,0.67,1,2.17,1.47,0.92,2.65,0.75,"2025-08-04 14:25:18",0.83,0.17,100.0,100.0,0,2019,2024,11,1,0,0,0,1
"Sang Hyun Choi - Postdoc, University of Chicago","Google Scholar Profile",8,404,11,36.73,50.50,70.50,2.62,4.25,3,8,4,0.56,2,39.45,6.28,7.08,19.82,0.92,"2025-08-04 14:24:18",6.40,0.18,99.5,100.0,1,2014,2024,404,4,2,1,1,2
"Sara Illodo - Postdoctoral Researcher, Seoul National University","Google Scholar Profile",3,11,3,3.67,3.67,2.50,0.66,5.00,2,3,2,0.44,1,6.33,2.52,1.72,2.65,0.50,"2025-08-04 14:23:17",0.83,0.33,100.0,100.0,0,2022,2025,11,2,2,0,0,2
"Sean Smrt - Post Doctoral Scholar Ohio State University","Google Scholar Profile",17,199,11,18.09,11.71,53.37,6.02,4.24,8,14,6,1.78,4,31.07,5.57,7.47,11.14,2.49,"2025-08-04 14:22:57",4.85,0.36,94.5,100.0,0,2014,2023,199,9,5,3,0,4
"Seyed Majed Modaresi - Postdoctoral researcher, MIT, Broad Institute of MIT &Harvard","Google Scholar Profile",14,668,11,60.73,47.71,99.79,3.56,5.57,9,14,9,1.56,5,176.54,13.29,25.92,24.02,2.02,"2025-08-04 14:22:30",9.07,0.45,98.5,100.0,6,2014,2025,668,12,10,6,4,6
"Sheldon Sookai - Post doc, University of the Witwatersrand","Google Scholar Profile",16,57,2,28.50,3.56,19.92,5.78,3.63,6,7,7,1.80,3,43.50,6.60,13.67,3.87,2.28,"2025-08-04 14:22:17",9.96,1.50,89.5,98.2,1,2023,2025,57,8,7,6,0,5
"Shubhangi Agarwal - Post doc in Department of Anesthesiology at Weill Cornell Medicine","Google Scholar Profile",12,275,10,27.50,22.92,39.55,2.29,5.67,7,12,6,1.11,3,54.61,7.39,8.02,14.70,1.79,"2025-08-04 14:22:10",3.95,0.30,96.4,100.0,1,2015,2024,275,9,5,2,1,3
"Siddheshwari Advani (Siddhi) - Postdoctoral Research Associate","Google Scholar Profile",5,27,10,2.70,5.40,4.62,2.14,3.40,2,5,2,0.40,1,2.87,1.69,0.52,4.80,0.48,"2025-08-04 14:22:06",0.46,0.10,100.0,100.0,0,2015,2018,27,1,1,0,0,1
"Silverio Johnson - Postdoctoral Researcher, Syracuse University","Google Scholar Profile",13,5,5,1.00,0.38,1.48,3.15,4.92,1,2,1,0.33,1,4.20,2.05,1.36,1.73,0.48,"2025-08-04 14:22:02",0.29,0.20,80.0,100.0,0,2020,2025,5,1,1,0,0,1
"Simon Attwood - Postdoctoral Research Associate, University of Nottingham","Google Scholar Profile",25,1614,16,100.88,64.56,350.46,5.67,5.36,13,25,12,2.60,10,170.63,13.06,35.59,37.51,3.26,"2025-08-04 14:21:56",21.90,0.63,97.6,100.0,6,2009,2025,1614,15,14,12,3,9
"Simon Weir - Postdoctoral Research Associate, Edinburgh University","Google Scholar Profile",11,60,9,6.67,5.45,13.05,3.29,4.45,5,7,6,1.00,2,30.78,5.55,6.64,5.00,1.56,"2025-08-04 14:21:51",1.45,0.22,83.3,98.3,0,2016,2025,60,7,6,3,0,4
"Siqi Liu - Postdoc, Boston University","Google Scholar Profile",2,7,3,2.33,3.50,1.75,0.38,6.00,1,2,1,0.25,1,2.33,1.53,0.58,2.45,0.25,"2025-08-04 14:21:46",0.58,0.33,100.0,100.0,0,2022,2025,7,1,1,0,0,1
"Soham Seal - Postdoctoral Research Fellow, Molecular Biology, Memorial Sloan Kettering Cancer Center","Google Scholar Profile",11,62,8,7.75,5.64,9.93,1.64,7.36,6,7,5,0.84,1,14.71,3.84,2.23,3.32,1.34,"2025-08-04 14:21:32",1.24,0.13,75.8,85.5,0,2017,2024,62,8,2,0,0,2
"Sonali A. Gandhi - Postdoctoral Researcher, Harvard University","Google Scholar Profile",7,20,6,3.33,2.86,4.32,2.84,3.57,2,4,2,0.36,2,15.17,3.89,2.78,3.74,0.89,"2025-08-04 14:21:30",0.72,0.33,90.0,100.0,1,2019,2024,20,2,2,1,0,2
"Sriram Tiruvadi Krishnan - Post-doctoral researcher","Google Scholar Profile",24,276,15,18.40,11.50,52.95,5.29,5.42,9,16,7,1.62,5,59.28,7.70,11.24,13.75,1.90,"2025-08-04 14:21:24",3.53,0.33,97.8,100.0,2,2010,2025,276,9,7,6,0,5
"Stefano Ciaco - Marie Curie Postdoctoral researcher","Google Scholar Profile",9,171,7,24.43,19.00,29.21,1.51,6.33,6,9,6,1.00,3,47.35,6.88,8.36,11.00,1.51,"2025-08-04 14:21:22",4.17,0.43,91.8,100.0,1,2018,2024,171,8,6,3,1,4
"Stefano Sala - postdoctoral researcher, Loyola University Chicago","Google Scholar Profile",23,174,8,21.75,7.57,52.95,6.57,4.87,7,13,8,1.26,3,77.97,8.83,18.24,10.34,2.80,"2025-08-04 14:21:18",6.61,0.38,89.7,100.0,1,2017,2025,174,10,8,6,1,5
"Steven Vanuytsel - Postdoctoral researcher, Imec","Google Scholar Profile",11,289,9,32.11,26.27,53.01,3.13,4.91,5,11,5,0.93,4,39.01,6.25,7.22,16.25,1.01,"2025-08-04 14:21:17",5.89,0.44,100.0,100.0,1,2016,2025,289,5,5,2,0,4
"Subhadeep Dasgupta - Postdoctoral Researcher, LiPhy, Grenoble-Alpes, France","Google Scholar Profile",14,69,9,7.67,4.93,11.70,3.63,5.21,6,8,7,0.90,2,29.28,5.41,5.59,4.80,1.49,"2025-08-04 14:21:14",1.30,0.22,85.5,100.0,0,2016,2025,69,8,7,2,0,4
"Subhadip Chakraborti - Post Doctoral Fellow, Friedrich-Alexander-Universität Erlangen-Nürnberg","Google Scholar Profile",14,159,9,17.67,11.36,45.12,5.23,3.21,7,12,8,1.75,5,39.82,6.31,11.00,9.43,3.23,"2025-08-04 14:21:12",5.01,0.56,86.8,99.4,0,2016,2025,159,11,9,4,0,4
"Sujeet Kumar Choudhary - Postdoc, Mediterranean Institute for Advanced Studies (UIB-CSIC)","Google Scholar Profile",5,49,7,7.00,9.80,11.19,2.14,3.40,2,5,2,0.40,2,7.52,2.74,1.77,6.71,0.48,"2025-08-04 14:21:11",1.59,0.29,100.0,100.0,0,2018,2023,49,2,2,0,0,2
"Sunae Kim - Postdoctoral Researcher,Iowa State University","Google Scholar Profile",6,301,16,18.81,50.17,43.51,1.77,5.67,4,6,4,0.59,4,25.77,5.08,3.72,16.88,0.60,"2025-08-04 14:21:10",2.71,0.25,100.0,100.0,0,2009,2016,301,4,4,3,0,3
"Susobhan Choudhury - Postdoctoral Research Fellow at University of Würzburg, Germany","Google Scholar Profile",30,492,12,41.00,16.40,78.42,5.80,6.03,13,21,9,2.04,5,58.97,7.68,9.44,15.43,3.88,"2025-08-04 14:21:09",6.53,0.42,82.7,95.9,0,2013,2024,492,21,11,3,0,4
"Tanoy Kahali - Postdoctoral Researcher at LIPhy (CNRS), France","Google Scholar Profile",10,17,9,1.89,1.70,5.42,4.09,3.00,2,4,2,0.57,1,5.21,2.28,1.70,3.46,0.92,"2025-08-04 14:21:08",0.60,0.11,94.1,100.0,0,2016,2025,17,1,1,0,0,1
"T.G. Mythri - Postdoctoral Research Fellow, Michigan State University","Google Scholar Profile",5,2,3,0.67,0.40,0.34,2.01,3.80,1,1,1,0.20,0,1.33,1.15,0.25,0.00,0.34,"2025-08-04 14:21:08",0.11,0.00,50.0,50.0,0,2022,2025,2,1,0,0,0,1
"Thomas J. McCorvie - Postdoctoral Research Scientist","Google Scholar Profile",31,1100,17,64.71,35.48,254.03,8.36,5.00,19,31,14,3.65,9,170.58,13.06,37.08,26.19,5.93,"2025-08-04 14:21:06",14.94,0.53,95.2,100.0,6,2008,2024,1100,24,19,12,2,8
"Tien Phan - Postdoctoral Researcher, Texas A&M University","Google Scholar Profile",20,240,6,40.00,12.00,48.64,4.72,4.80,7,15,9,1.36,5,111.83,10.58,23.82,13.19,2.50,"2025-08-04 14:21:05",8.10,0.83,92.9,100.0,4,2019,2025,240,12,10,8,2,6
"TITHI MANDAL - Post doctoral fellow, Université de Genève","Google Scholar Profile",4,35,1,35.00,8.75,5.38,0.71,6.00,3,4,4,0.45,1,35.00,5.92,5.38,4.90,0.70,"2025-08-04 14:21:04",5.38,1.00,94.3,100.0,1,2024,2024,35,4,4,3,1,3
"Tommaso Matteuzzi - Postdoc, University of Firenze","Google Scholar Profile",29,319,9,35.44,11.00,53.26,7.45,4.86,5,17,7,0.76,3,91.73,9.58,15.88,16.43,1.77,"2025-08-04 14:21:03",5.91,0.33,92.5,100.0,2,2016,2025,319,11,7,3,1,4
"Trevor R Ham - Postdoctoral Research Associate, Duke University","Google Scholar Profile",18,583,10,58.30,32.39,127.71,5.40,4.50,10,18,11,1.92,8,79.63,8.92,17.82,21.42,3.09,"2025-08-04 14:21:02",12.77,0.80,95.9,100.0,1,2015,2024,583,13,11,8,0,7
"Upasana Roy, Ph.D. - Postdoctoral Research Scientist, Columbia University","Google Scholar Profile",19,1209,15,80.60,63.63,243.47,4.86,4.89,12,19,11,2.36,8,208.92,14.45,40.78,32.14,4.04,"2025-08-04 14:21:00",16.23,0.53,97.4,100.0,3,2010,2025,1209,16,13,7,1,6
"Valerio Sorichetti - Postdoc, Institute of Science and Technology Austria (ISTA)","Google Scholar Profile",15,262,7,37.43,17.47,70.91,4.39,4.53,7,15,8,1.53,4,80.65,8.98,18.76,14.14,1.87,"2025-08-04 14:20:59",10.13,0.57,95.0,100.0,4,2018,2025,262,10,8,8,0,7
"Venkatesh V Ranjan - Postdoc, New Mexico State University","Google Scholar Profile",7,27,10,2.70,3.86,7.57,2.58,3.86,2,5,3,0.57,2,5.43,2.33,1.35,4.58,0.78,"2025-08-04 14:20:57",0.75,0.20,92.6,100.0,0,2015,2025,27,3,2,0,0,2
"Vincent Boudreau - Postdoc, UC Berkeley/UCSF","Google Scholar Profile",11,296,8,37.00,26.91,47.82,2.04,5.64,7,11,6,1.17,5,51.64,7.19,8.28,15.68,1.20,"2025-08-04 14:20:56",5.97,0.63,99.7,100.0,1,2017,2024,296,7,6,3,1,5
"Vlad Bondarenko - PostDoc at Friedrich Miescher Institute for Biomedical Research (FMI)","Google Scholar Profile",11,630,10,63.00,57.27,120.95,2.62,5.00,7,11,7,1.36,5,170.22,13.05,30.20,23.87,2.21,"2025-08-04 14:20:54",12.09,0.50,98.3,100.0,4,2015,2023,630,8,7,5,2,5
"Wangfei Yang - Postdoc, Arizona State Univerisity","Google Scholar Profile",6,30,2,15.00,5.00,4.00,1.74,6.00,3,5,3,0.39,1,21.00,4.58,2.71,4.58,0.40,"2025-08-04 14:20:53",2.00,0.50,100.0,100.0,0,2023,2025,30,3,3,2,0,3
"Xiaobing Chen - Postdoctoral researcher, University of Texas at Austin","Google Scholar Profile",15,152,9,16.89,10.13,47.04,4.61,4.33,8,12,9,2.00,4,54.99,7.42,16.95,8.37,2.98,"2025-08-04 14:20:52",5.22,0.44,88.2,98.7,1,2016,2025,152,13,10,5,0,5
"Yogendra Kumar, PhD - Research Associate IISc Bangalore | Post Doc IIT Kanpur | PhD IIT Madras | MTech IIT Guwahati","Google Scholar Profile",11,9,8,1.13,0.82,3.17,3.99,3.27,2,3,3,0.80,1,3.20,1.79,1.07,2.00,1.00,"2025-08-04 14:20:51",0.39,0.13,88.9,100.0,0,2017,2025,9,3,0,0,0,1
"Younes Farhangi Barooji - Postdoctoral Researcher at University of Copenhagen","Google Scholar Profile",22,477,12,39.75,21.68,81.13,3.94,5.77,8,21,9,1.36,6,150.70,12.28,24.89,19.65,2.38,"2025-08-04 14:20:50",6.76,0.50,94.3,100.0,3,2013,2025,477,12,10,6,1,6
"Yulian Gavrilov - Postdoc, Lund University, Center for Molecular Protein Science (CMPS)","Google Scholar Profile",22,647,16,40.44,29.41,132.87,5.83,4.82,10,22,9,1.96,8,74.98,8.66,15.23,22.52,3.73,"2025-08-04 14:20:48",8.30,0.50,93.8,100.0,2,2009,2023,647,14,11,7,0,6
"Yunxiao Zhang - Postdoc, Scripps Research","Google Scholar Profile",15,1565,14,111.79,104.33,300.07,2.72,6.60,13,15,14,1.90,8,392.49,19.81,80.38,37.18,2.72,"2025-08-04 14:20:47",21.43,0.57,99.1,100.0,11,2011,2025,1565,15,15,13,9,11
"Zheng Shi (师征) - Assistant Professor, Rutgers University-New Brunswick; Postdoc, Harvard; Ph.D., UPenn","Google Scholar Profile",35,1626,12,135.50,46.46,452.96,9.66,5.00,17,35,18,3.44,11,272.09,16.50,67.28,35.90,4.93,"2025-08-04 14:20:46",37.74,0.92,97.0,100.0,9,2013,2025,1626,25,23,17,4,9
"Aditya Jha - Postdoctoral Researcher, Cavendish Laboratory, University of Cambridge","Google Scholar Profile",14,74,5,14.80,5.29,17.87,4.09,4.57,4,8,7,0.84,1,31.50,5.61,7.42,6.86,1.71,"2025-08-04 13:23:31",3.57,0.20,85.1,97.3,0,2020,2025,74,9,7,2,0,3
"Zihan Tan - Postdoc at Technische Universität Berlin","Google Scholar Profile",23,103,13,7.92,4.48,30.90,7.68,3.70,6,10,4,1.44,2,15.70,3.96,4.58,7.48,1.77,"2025-08-04 12:55:14",2.37,0.15,89.3,98.1,0,2012,2025,103,4,3,0,0,3
"Zhuodong Tang - Postdoc, Nanjing University","Google Scholar Profile",9,105,6,17.50,11.67,18.24,1.36,6.89,4,9,5,0.62,2,39.67,6.30,5.91,9.11,1.01,"2025-08-04 12:55:13",3.04,0.33,94.3,100.0,1,2019,2025,105,7,5,3,0,3
"Yuan Lin - Postdoc at Stanford University","Google Scholar Profile",5,4146,10,414.60,829.20,847.52,1.00,5.80,5,5,5,0.86,5,469.75,21.67,94.29,64.20,0.99,"2025-08-04 12:42:39",84.75,0.50,100.0,100.0,5,2015,2018,4146,5,5,5,5,5
"Yonathan Goldtzvik - Post-Doctoral Research Fellow, UCL","Google Scholar Profile",9,140,12,11.67,15.56,42.65,3.47,3.33,6,9,6,1.80,5,32.05,5.66,8.64,9.85,2.48,"2025-08-04 13:08:14",3.55,0.42,95.0,100.0,1,2013,2024,140,7,6,1,0,3
"Yeraldinne Carrasco Salas - Postdoctoral Researcher, LIPhy","Google Scholar Profile",5,88,9,9.78,17.60,16.37,1.67,5.00,3,5,3,0.53,2,13.58,3.69,2.55,8.89,0.53,"2025-08-04 13:03:29",1.81,0.22,100.0,100.0,0,2016,2021,88,3,2,1,0,2
"Yenisleidy de las Mercedes Zulueta Díaz - Postdoc, SDU Biotechnology","Google Scholar Profile",16,132,9,14.67,8.25,37.54,4.48,4.44,6,11,8,1.64,4,27.99,5.29,7.99,8.66,2.47,"2025-08-04 12:44:09",4.17,0.44,84.1,98.5,0,2016,2024,132,10,8,1,0,3
